P,P_sigma,Rplanet,Rplanet_sigma,Teff,Teff_sigma,Rstar,Rstar_sigma
96.9151496,0.0003632,2.157,0.082,5109.0,60.0,0.752,0.0205
62.1387714,0.0002199,2.73,0.114,5354.0,60.0,0.911,0.0285
37.3229493,0.0001363,2.261,0.098,6031.0,60.0,1.278,0.0485
1.907805199,2.464e-06,1.265,0.044,5404.0,60.0,1.14,0.0295
14.37508035,4.094e-05,1.76,0.11,6004.0,60.0,1.107,0.062
201.1214,0.001945,2.106,0.079,5696.0,60.0,0.97,0.0225
2.714077555,3.706e-06,1.632,0.078,5737.0,60.0,1.332,0.0545
122.8808058,0.000709,2.86,0.292,5476.0,60.0,0.856,0.0215
0.934884242,8.75e-07,1.345,0.108,4766.0,60.0,0.695,0.019
11.427545631,8.594e-06,2.38,0.06,5760.0,60.0,1.051,0.025500000000000002
3.18897601,2.038e-05,1.334,0.069,5659.0,60.0,1.619,0.0435
6.49801525,1.32e-05,1.619,0.054,5728.0,60.0,1.167,0.027
5.28789787,1.198e-05,6.538,0.469,5008.0,60.0,3.502,0.1365
3.554856915,6.709e-06,2.012,0.076,5672.0,60.0,1.286,0.0375
31.8245304,0.0007928,1.185,0.177,6001.0,60.0,1.255,0.0335
7.00828076,4.397e-05,1.3,0.065,6015.0,60.0,1.185,0.0305
8.71982853,6.248e-05,1.445,0.066,6015.0,60.0,1.185,0.0305
59.7370348,0.0002643,2.866,0.094,6015.0,60.0,1.185,0.0305
91.9404603,0.0005864,2.612,0.094,6015.0,60.0,1.185,0.0305
124.916337,0.001443,2.77,0.12,6015.0,60.0,1.185,0.0305
210.6031105,0.0003821,7.718,0.206,6015.0,60.0,1.185,0.0305
331.6011081,0.0007116,11.252,0.306,6015.0,60.0,1.185,0.0305
141.24164672,9.865e-05,11.559,0.424,5793.0,60.0,0.992,0.0365
23.9802348,0.0001833,1.008,0.055,5860.0,60.0,1.046,0.027
13.57076622,1.624e-05,2.387,0.07,5860.0,60.0,1.046,0.027
6.16491696,4.865e-05,0.86,0.045,5860.0,60.0,1.046,0.027
3.743175556,9.096e-06,1.638,0.122,6181.0,60.0,1.368,0.0325
10.423677765,7.163e-06,3.864,0.099,6181.0,60.0,1.368,0.0325
22.342969585,3.313e-06,10.311,0.244,6181.0,60.0,1.368,0.0325
2.295036233,3.471e-06,1.127,0.039,5682.0,60.0,0.862,0.02
54.31998605,3.603e-05,6.116,0.145,6181.0,60.0,1.368,0.0325
9.18186435,6.254e-05,1.45,0.085,5440.0,60.0,0.796,0.0305
14.30511983,4.34e-05,2.909,0.242,5440.0,60.0,0.796,0.0305
120.0181272,0.0003628,5.63,0.287,6421.0,60.0,1.789,0.0445
35.3330866,0.0002155,1.536,0.232,5854.0,60.0,1.526,0.0335
12.81588378,1.836e-05,2.34,0.077,5854.0,60.0,1.526,0.0335
43.84444353,9.688e-05,2.621,0.171,5860.0,60.0,1.046,0.027
21.1284569,0.000112,1.325,0.053,5846.0,60.0,0.998,0.0235
25.96200249,8.634e-05,2.727,0.086,6417.0,60.0,1.405,0.035500000000000004
34.8538276,0.000126,2.676,0.106,5738.0,60.0,0.927,0.0295
180.92477,0.001812,2.455,0.116,5738.0,60.0,0.927,0.0295
4.30655689,1.426e-05,2.68,0.205,5909.0,60.0,1.386,0.0415
44.96417488,6.962e-05,2.133,0.157,4768.0,60.0,0.749,0.0195
59.7711437,0.0002093,2.955,0.2,5880.0,60.0,1.152,0.0315
4.75400115,2.951e-06,2.001,0.066,4791.0,60.0,0.745,0.0205
5.45298175,1.294e-05,0.848,0.1,5402.0,60.0,0.863,0.021
1.970342457,2.357e-06,1.581,0.062,4801.0,60.0,0.786,0.022
197.5107678,0.0003532,9.849,0.273,5754.0,60.0,1.687,0.0445
4.59489604,1.413e-05,1.538,0.055,6081.0,60.0,1.459,0.0345
2.53573424,1.018e-05,1.434,0.059,5754.0,60.0,1.687,0.0445
11.1726994,0.0001387,1.448,0.069,5754.0,60.0,1.687,0.0445
0.679336272,7.17e-07,1.395,0.053,5463.0,60.0,0.869,0.023
25.5170646,0.0001964,0.806,0.035,5787.0,60.0,0.999,0.023
16.09197176,1.09e-05,2.064,0.053,5787.0,60.0,0.999,0.023
22.2419092,0.0002454,1.484,0.075,6021.0,60.0,1.834,0.0515
87.5174361,0.0005158,1.379,0.079,5887.0,60.0,1.138,0.0265
8.45746707,2.3e-05,1.04,0.036,5887.0,60.0,1.138,0.0265
7.12811928,4.863e-05,1.494,0.06,6238.0,60.0,2.201,0.0535
5.57654784,4.024e-05,1.314,0.065,6219.0,60.0,1.692,0.0445
5.448325286,7.346e-06,2.053,0.064,5756.0,60.0,0.892,0.021
82.2000105,0.0004306,2.396,0.084,5808.0,60.0,1.636,0.0405
15.79193725,3.573e-05,2.291,0.069,5808.0,60.0,1.636,0.0405
2.76122421,1.477e-05,1.032,0.08,6431.0,60.0,1.223,0.08249999999999999
14.7967458,0.0001134,1.192,0.049,6213.0,60.0,1.463,0.0315
66.5579057,0.0007705,2.836,0.137,6137.0,60.0,1.943,0.061
22.8029808,0.0001078,1.422,0.167,6081.0,60.0,1.66,0.0375
15.08960174,4.426e-05,1.429,0.055,6081.0,60.0,1.66,0.0375
23.4774101,0.0002445,2.454,0.301,6174.0,60.0,1.907,0.0605
3.23941344,1.696e-05,1.231,0.062,6010.0,60.0,1.377,0.0395
40.8365012,0.0004586,1.482,0.168,5478.0,60.0,0.855,0.0225
12.5720095,0.0001098,1.117,0.097,6145.0,60.0,1.106,0.0275
6.98152703,6.708e-05,1.32,0.062,6198.0,60.0,2.157,0.059
9.59070716,2.32e-05,2.089,0.122,5517.0,60.0,0.818,0.025500000000000002
3.0255955,1.16e-05,1.331,0.059,6099.0,60.0,1.147,0.035500000000000004
6.03356196,6.551e-05,3.113,0.246,5005.0,60.0,3.009,0.088
49.6077331,0.0001208,2.159,0.088,5181.0,60.0,0.869,0.0245
1.116128999,3.12e-06,0.958,0.046,5756.0,60.0,0.892,0.021
3.833091178,5.345e-06,1.675,0.059,5416.0,60.0,0.787,0.0185
0.84338011,8.21e-07,1.287,0.055,4780.0,60.0,0.703,0.0215
15.7738221,4.115e-05,2.55,0.085,6333.0,60.0,1.435,0.0385
11.4485946,8.059e-05,1.247,0.053,6014.0,60.0,1.413,0.0395
6.002535939,9.299e-06,2.014,0.064,6014.0,60.0,1.413,0.0395
2.12823928,1.057e-05,0.694,0.03,5970.0,60.0,1.369,0.0325
44.6169557,0.0003329,2.691,0.114,6333.0,60.0,1.764,0.05
4.7683049,1.895e-05,1.814,0.07,5815.0,60.0,1.133,0.0305
132.9968322,0.0009243,2.968,0.403,4683.0,60.0,0.724,0.0205
20.310501,5.659e-05,2.532,0.081,6080.0,60.0,1.953,0.05
11.55102504,2.754e-05,3.087,0.316,5831.0,60.0,1.256,0.0365
1.541676628,1.204e-06,1.87,0.127,5567.0,60.0,0.91,0.022
0.665026916,1.597e-06,1.038,0.049,5909.0,60.0,0.988,0.0335
10.10575303,3.215e-05,1.031,0.043,5918.0,60.0,0.969,0.0225
5.317435416,5.26e-06,1.634,0.045,5918.0,60.0,0.969,0.0225
1.341555127,3.704e-06,0.954,0.044,5874.0,60.0,1.249,0.0375
0.935118057,2.76e-06,1.076,0.049,5834.0,60.0,1.278,0.0345
5.77721211,2.788e-05,2.097,0.113,5499.0,60.0,1.748,0.054
23.198681,0.0002546,2.618,0.112,5499.0,60.0,1.748,0.054
5.058213203,4.965e-06,2.823,0.249,4801.0,60.0,0.786,0.022
6.56606842,1.677e-05,1.412,0.067,4780.0,60.0,0.703,0.0215
87.9732136,0.0005231,3.765,0.113,5936.0,60.0,1.18,0.0305
4.40966548,1.193e-05,1.45,0.063,5804.0,60.0,1.262,0.0315
6.17828255,3.88e-05,1.033,0.101,5910.0,60.0,1.038,0.09
6.41490515,1.324e-05,1.234,0.117,5910.0,60.0,1.038,0.09
48.63038976,9.433e-05,2.591,0.068,6125.0,60.0,1.383,0.0315
18.01017554,4.401e-05,1.399,0.125,5910.0,60.0,1.038,0.09
0.929906678,7.46e-07,1.317,0.038,6063.0,60.0,1.221,0.029
14.88801098,8.768e-05,1.776,0.237,5646.0,60.0,1.045,0.025500000000000002
4.52158888,2.184e-05,1.334,0.059,5597.0,60.0,1.294,0.035500000000000004
8.13000457,2.44e-05,2.013,0.104,5712.0,60.0,1.615,0.059
31.51780202,9.465e-05,3.172,0.299,5712.0,60.0,1.615,0.059
11.87456832,3.749e-05,1.389,0.061,5581.0,60.0,0.921,0.0225
110.2869374,0.000878,1.125,0.113,5910.0,60.0,1.038,0.09
8.925076369,6.26e-06,2.662,0.173,4791.0,60.0,0.745,0.0205
29.39326982,4.479e-05,2.459,0.063,6125.0,60.0,1.383,0.0315
37.3331536,0.000321,2.408,0.109,5937.0,60.0,1.732,0.05
5.34982412,2.659e-05,1.346,0.058,5941.0,60.0,1.437,0.035500000000000004
11.01816836,7.975e-05,3.089,0.409,5787.0,60.0,1.113,0.08249999999999999
25.369116,0.0001249,1.336,0.055,6150.0,60.0,1.248,0.034
4.43796303,1.67e-07,19.38,0.49,5926.0,60.0,1.504,0.038
15.0447198,0.0001084,1.298,0.093,5843.0,60.0,1.268,0.078
2.03231845,3.751e-06,1.209,0.06,4762.0,60.0,0.673,0.021
2.832652134,9.032e-06,1.494,0.063,5851.0,60.0,1.381,0.0375
0.938466832,9.54e-07,1.357,0.045,5534.0,60.0,0.907,0.023
2.685057492,4.099e-06,1.196,0.052,5133.0,60.0,0.737,0.0195
0.7698536,1.205e-06,0.854,0.128,5076.0,60.0,0.771,0.021
50.79034619,2.347e-05,12.148,0.429,6085.0,60.0,1.568,0.055
134.2527298,0.0005661,3.176,0.096,5881.0,60.0,1.084,0.0265
18.79590048,1.165e-05,8.011,0.291,6085.0,60.0,1.568,0.055
13.5225106,2.258e-05,2.045,0.075,5391.0,60.0,0.8,0.021
22.9221266,0.0002337,1.751,0.077,5832.0,60.0,1.387,0.037
6.11009134,2.806e-05,0.96,0.046,6028.0,60.0,1.201,0.0285
6.11786898,2.808e-05,1.051,0.04,6208.0,60.0,1.326,0.0315
13.071489,4.489e-05,2.174,0.08,6220.0,60.0,1.38,0.037
6.93366476,3.537e-05,1.462,0.07,5987.0,60.0,1.287,0.039
5.968717469,5.665e-06,3.274,0.171,6220.0,60.0,1.38,0.037
13.5396293,9.329e-05,2.583,0.125,6184.0,60.0,2.233,0.073
11.89520511,6.499e-05,1.222,0.054,5667.0,60.0,0.927,0.0235
8.99088871,1.116e-05,2.429,0.07,6000.0,60.0,1.13,0.0275
61.0370117,0.0003366,3.179,0.24,6162.0,60.0,1.291,0.0395
2.403643296,7.222e-06,1.041,0.053,6000.0,60.0,1.13,0.0275
2.344511944,5.354e-06,0.874,0.039,5837.0,60.0,1.137,0.0265
12.05707239,1.586e-05,1.835,0.069,5450.0,60.0,0.803,0.0195
0.813166719,1.251e-06,1.051,0.044,5310.0,60.0,0.799,0.0215
4.27225316,1.52e-05,0.639,0.029,5402.0,60.0,0.863,0.021
3.266612036,9.846e-06,0.644,0.03,5402.0,60.0,0.863,0.021
3.97599768,1.086e-05,1.108,0.048,5176.0,60.0,0.755,0.0195
16.10467749,8.828e-05,2.977,0.159,6003.0,60.0,2.672,0.113
5.76616658,1.111e-05,2.402,0.081,5917.0,60.0,1.239,0.0375
12.465995556,5.611e-06,6.081,0.19,5917.0,60.0,1.239,0.0375
4.86635506,2.423e-05,1.466,0.099,4976.0,60.0,0.717,0.031
2.586638081,2.517e-06,1.623,0.087,5773.0,60.0,0.98,0.025
13.7488263,1.258e-05,3.704,0.12,5946.0,60.0,1.763,0.043
28.474748,0.0002045,2.453,0.233,4976.0,60.0,0.717,0.031
0.968526023,2.333e-06,1.113,0.062,5606.0,60.0,0.97,0.038
100.2828693,0.0001737,2.538,0.058,6270.0,60.0,1.395,0.029
21.86967617,5.44e-05,1.608,0.11,6270.0,60.0,1.395,0.029
10.49567752,1.699e-05,1.579,0.058,6270.0,60.0,1.395,0.029
1.682934604,2.933e-06,0.951,0.036,5243.0,60.0,0.778,0.0195
0.984940167,3.182e-06,0.997,0.046,5627.0,60.0,1.099,0.0295
12.4127754,0.000108,1.547,0.213,5994.0,60.0,1.41,0.0365
68.8861915,0.000527,1.826,0.083,5711.0,60.0,1.473,0.0365
4.8663815,2.513e-05,1.578,0.093,5670.0,60.0,1.317,0.0385
30.9507608,0.0001953,1.433,0.158,4960.0,60.0,0.748,0.0205
34.1731714,7.358e-05,1.923,0.06,5243.0,60.0,0.778,0.0195
26.72320599,7.507e-05,2.452,0.073,5946.0,60.0,1.763,0.043
13.82139306,2.212e-05,2.502,0.176,4960.0,60.0,0.748,0.0205
21.5878875,0.0001205,1.979,0.089,5917.0,60.0,1.239,0.0375
37.9963981,0.0004161,2.525,0.267,5917.0,60.0,1.239,0.0375
56.2587885,0.0003964,2.368,0.094,5917.0,60.0,1.239,0.0375
1.916944254,6.111e-06,0.759,0.039,5066.0,60.0,0.742,0.02
13.32351601,7.281e-05,1.248,0.056,6125.0,60.0,1.181,0.0305
17.2923453,0.0001187,2.066,0.11,6000.0,60.0,1.46,0.059
14.43594397,3.662e-05,1.491,0.05,6125.0,60.0,1.383,0.0315
94.2887577,0.0005873,2.204,0.245,5485.0,60.0,0.915,0.024
17.23231686,3.565e-05,3.026,0.112,6154.0,60.0,1.318,0.0405
49.3568849,0.0003548,2.062,0.07,5946.0,60.0,1.763,0.043
26.6951659,0.0002627,1.575,0.092,6154.0,60.0,1.318,0.0405
26.7839183,0.0001786,1.659,0.079,5214.0,60.0,0.773,0.0215
4.16055856,2.789e-05,0.779,0.045,5327.0,60.0,0.929,0.0245
3.41045424,1.309e-05,0.916,0.043,4960.0,60.0,0.748,0.0205
0.577369579,4.09e-07,1.484,0.055,4767.0,60.0,0.727,0.0215
85.6535849,0.0003696,2.553,0.088,5999.0,60.0,1.154,0.0305
2.46697439,6.58e-06,1.519,0.074,5239.0,60.0,0.847,0.0285
35.01198785,9.547e-05,2.355,0.084,5936.0,60.0,1.084,0.0265
3.70062174,1.834e-05,1.7,0.093,5190.0,60.0,1.923,0.052
5.6879831,1.252e-05,2.416,0.111,5686.0,60.0,1.039,0.039
11.63701734,3.19e-05,2.63,0.119,5686.0,60.0,1.039,0.039
4.06844201,1.345e-05,0.986,0.041,5759.0,60.0,1.105,0.0325
1.735136026,2.84e-07,3.372,0.101,5759.0,60.0,1.105,0.0325
6.89208596,2.899e-05,1.383,0.066,6065.0,60.0,1.436,0.0345
4.602996,1.922e-05,1.288,0.071,4835.0,60.0,0.719,0.0245
0.766689534,1.476e-06,1.134,0.062,4835.0,60.0,0.719,0.0245
12.14692791,7.942e-05,1.547,0.196,5975.0,60.0,1.708,0.042499999999999996
67.0932997,0.0001353,3.264,0.088,5721.0,60.0,0.908,0.022
10.68757479,1.373e-05,2.309,0.073,5530.0,60.0,0.821,0.0225
23.64219092,2.467e-05,3.109,0.079,5721.0,60.0,0.908,0.022
20.30302457,5.677e-05,1.946,0.066,5530.0,60.0,0.821,0.0225
29.02235261,8.858e-05,2.416,0.203,5530.0,60.0,0.821,0.0225
131.187711,0.001795,2.922,0.353,4838.0,60.0,0.738,0.0215
25.5434289,0.000242,2.505,0.116,5372.0,60.0,2.185,0.0645
14.8200454,0.0001251,1.019,0.052,4885.0,60.0,0.766,0.0205
5.60401852,1.364e-05,1.132,0.063,4983.0,60.0,0.763,0.02
3.82316376,2.365e-05,0.859,0.046,6246.0,60.0,1.233,0.0305
1.632918853,3.457e-06,1.056,0.044,5037.0,60.0,0.718,0.019
20.72913358,6.671e-05,1.708,0.069,5037.0,60.0,0.718,0.019
39.8313153,0.0002351,1.98,0.156,4972.0,60.0,1.001,0.056499999999999995
8.94343618,4.608e-05,1.735,0.087,5925.0,60.0,1.165,0.035500000000000004
1.31184443,1.329e-06,1.437,0.043,5681.0,60.0,0.889,0.0215
49.5675359,0.0001239,2.534,0.192,5681.0,60.0,0.889,0.0215
12.73726137,9.794e-05,0.904,0.05,5483.0,60.0,0.886,0.0215
40.030989,0.000279,2.15,0.244,5857.0,60.0,1.316,0.036000000000000004
17.79002419,2.161e-05,2.722,0.075,5681.0,60.0,0.889,0.0215
44.9977478,0.0005816,1.946,0.087,5754.0,60.0,1.537,0.0385
13.26084292,9.851e-05,1.409,0.077,5486.0,60.0,0.961,0.0305
3.88151335,2.032e-05,0.643,0.029,5858.0,60.0,0.987,0.0225
21.10325899,6.656e-05,1.707,0.072,6097.0,60.0,1.215,0.0295
20.68422311,5.199e-05,4.297,0.208,5960.0,60.0,1.334,0.055
3.162691238,2.548e-06,2.517,0.105,5887.0,60.0,1.029,0.0275
16.28248353,2.58e-05,1.934,0.072,4762.0,60.0,0.683,0.0185
4.069428401,4.321e-06,1.815,0.118,4762.0,60.0,0.683,0.0185
151.8861943,0.0009952,2.339,0.079,6152.0,60.0,1.255,0.0325
4.56204856,1.935e-05,0.852,0.038,5330.0,60.0,0.932,0.023
25.67212848,5.538e-05,2.756,0.158,6152.0,60.0,1.255,0.0325
10.22214214,3.334e-05,1.516,0.09,5785.0,60.0,0.974,0.0245
8.59479202,2.466e-05,2.224,0.203,5785.0,60.0,0.974,0.0245
19.5776286,0.000124,0.942,0.041,5508.0,60.0,0.88,0.0205
6.09853672,2.838e-05,0.784,0.105,5508.0,60.0,0.88,0.0205
77.6115987,0.0001357,2.492,0.069,5508.0,60.0,0.88,0.0205
10.854097835,4.4e-06,2.88,0.134,5508.0,60.0,0.88,0.0205
44.9309804,0.00024,4.689,0.542,6236.0,60.0,2.107,0.079
3.757291599,6.275e-06,1.182,0.06,4996.0,60.0,0.748,0.02
3.696119675,2.31e-06,2.007,0.183,5508.0,60.0,0.88,0.0205
3.03266154,1.318e-05,0.66,0.035,5606.0,60.0,0.96,0.0225
92.7296775,0.0004014,2.432,0.104,4628.0,60.0,0.707,0.0215
7.16892463,2.302e-05,1.573,0.061,6318.0,60.0,1.434,0.0335
32.3763405,0.0001365,1.91,0.089,4628.0,60.0,0.707,0.0215
73.7579317,0.0002411,3.347,0.139,4883.0,60.0,0.736,0.0235
4.61226344,3.259e-05,0.615,0.118,5544.0,60.0,1.029,0.024
26.6565574,0.0001866,3.993,0.195,4966.0,60.0,3.015,0.092
3.137848829,7.802e-06,1.371,0.061,5120.0,60.0,0.784,0.0235
15.611223,0.0001354,1.081,0.067,5371.0,60.0,1.122,0.0275
4.302143627,4.721e-06,2.142,0.076,5120.0,60.0,0.784,0.0235
2.935359333,4.52e-06,2.398,0.114,4958.0,60.0,0.754,0.028
0.626281378,9.37e-07,1.56,0.077,4958.0,60.0,0.754,0.028
91.5009237,0.0005289,1.748,0.083,4966.0,60.0,0.677,0.019
9.82578435,3.719e-05,3.178,0.284,5960.0,60.0,1.334,0.055
22.79021423,6.249e-05,2.446,0.093,5486.0,60.0,0.961,0.0305
4.959319451,5.17e-07,11.801,0.544,5742.0,60.0,1.018,0.047
211.0338741,0.0008259,3.832,0.22,4713.0,60.0,0.687,0.0185
8.16735028,1.559e-05,0.961,0.028,5788.0,60.0,0.935,0.0205
20.0349456,0.0001746,2.37,0.099,6149.0,60.0,2.06,0.056
41.8673672,0.0008905,1.149,0.075,5600.0,60.0,0.908,0.023
1.96227924,1.116e-05,0.686,0.045,5443.0,60.0,0.814,0.0205
3.15721824,2.149e-05,1.484,0.076,6149.0,60.0,2.06,0.056
73.7506501,0.0004905,3.126,0.126,6080.0,60.0,2.059,0.0645
122.0799221,0.0005163,3.071,0.423,5146.0,60.0,0.779,0.0205
76.13602028,5.533e-05,5.034,0.126,5511.0,60.0,0.935,0.023
47.42766,0.0001187,2.221,0.078,5146.0,60.0,0.779,0.0205
19.5777657,0.0001609,1.828,0.15,5720.0,60.0,0.89,0.0215
20.73991798,3.999e-05,1.913,0.071,5146.0,60.0,0.779,0.0205
59.3627199,0.0003286,2.897,0.093,5721.0,60.0,1.921,0.0485
11.38839971,3.51e-05,2.175,0.086,5976.0,60.0,1.012,0.033
50.6984448,0.0002245,2.541,0.103,5976.0,60.0,1.012,0.033
13.02678441,4.556e-05,1.456,0.161,5081.0,60.0,0.744,0.019
38.5752965,0.0002752,2.049,0.063,6175.0,60.0,1.467,0.035500000000000004
0.524176094,7.18e-07,1.22,0.072,5210.0,60.0,0.801,0.0265
4.94328533,2.863e-05,1.049,0.053,5739.0,60.0,0.899,0.0215
1.419749146,4.928e-06,0.791,0.039,5966.0,60.0,0.991,0.024
126.557522,0.001083,3.285,0.387,6318.0,60.0,1.351,0.0325
9.6886646,0.0005349,2.846,0.14,5970.0,60.0,1.095,0.0315
14.2652558,0.000114,0.987,0.059,5894.0,60.0,1.228,0.0315
2.092269993,6.308e-06,1.448,0.069,5710.0,60.0,0.983,0.038
34.0962295,0.0002118,1.766,0.087,5232.0,60.0,0.795,0.0235
17.30797625,5.255e-05,2.541,0.112,5710.0,60.0,0.983,0.038
8.30784498,1.162e-05,2.234,0.08,5232.0,60.0,0.795,0.0235
20.38177573,5.321e-05,2.813,0.149,4923.0,60.0,0.701,0.033
6.96355103,3.824e-05,0.895,0.043,5970.0,60.0,1.046,0.025
52.8147284,0.0003467,2.357,0.112,5710.0,60.0,0.983,0.038
4.85026423,7.222e-05,1.309,0.069,5807.0,60.0,1.592,0.0455
6.47027579,4.32e-05,1.07,0.053,5527.0,60.0,0.981,0.025500000000000002
21.22347296,5.163e-05,2.741,0.181,5527.0,60.0,0.981,0.025500000000000002
9.92672514,1.214e-05,2.66,0.082,5527.0,60.0,0.981,0.025500000000000002
6.05922662,1.252e-05,1.18,0.046,5738.0,60.0,0.935,0.021
11.3220104,0.0005669,0.586,0.045,5907.0,60.0,1.415,0.0325
7.5459119,0.0001434,0.631,0.103,5907.0,60.0,1.415,0.0325
25.2099845,0.0002362,0.927,0.114,5945.0,60.0,1.163,0.0275
1.716831717,2.163e-06,0.73,0.022,5788.0,60.0,0.935,0.0205
4.93886507,3.661e-05,1.804,0.093,5997.0,60.0,1.574,0.0565
10.64022272,2.917e-05,3.695,0.206,5997.0,60.0,1.574,0.0565
3.606941526,2.667e-06,1.746,0.062,5516.0,60.0,0.841,0.0205
15.67756112,6.216e-05,1.191,0.04,5945.0,60.0,1.163,0.0275
6.99205491,3.785e-05,0.857,0.034,6057.0,60.0,1.481,0.0335
2.37752807,1.12e-05,0.568,0.028,5575.0,60.0,0.98,0.0235
10.61345435,2.664e-05,1.79,0.098,5875.0,60.0,1.442,0.0375
2.061907358,5.168e-06,1.561,0.072,5706.0,60.0,1.026,0.0335
5.996534997,8.893e-06,2.892,0.271,5706.0,60.0,1.026,0.0335
159.388051,0.00276,2.595,0.184,5161.0,60.0,0.817,0.042499999999999996
13.7872576,0.0001304,1.169,0.051,5704.0,60.0,1.319,0.0375
20.13488968,3.555e-05,2.798,0.249,5045.0,60.0,0.753,0.0215
10.34971385,2.991e-05,1.308,0.041,5945.0,60.0,1.163,0.0275
4.82052932,3.052e-05,0.726,0.038,6130.0,60.0,1.127,0.0285
4.76559135,2.848e-05,0.708,0.041,5321.0,60.0,0.854,0.0215
9.286968825,3.884e-06,2.301,0.058,5520.0,60.0,0.88,0.021
5.59931973,1.293e-05,1.112,0.035,5945.0,60.0,1.163,0.0275
2.020001021,2.549e-06,1.363,0.046,5138.0,60.0,0.75,0.0185
3.763042361,5.822e-06,1.397,0.056,5138.0,60.0,0.75,0.0185
7.28170196,3.069e-05,0.742,0.05,4825.0,60.0,0.724,0.0195
5.65243986,3.503e-05,0.732,0.045,4866.0,60.0,0.665,0.017
14.86386959,9.808e-05,7.44,14.628,4866.0,60.0,0.665,0.017
9.93967857,5.363e-05,1.287,0.067,5191.0,60.0,0.755,0.0245
17.73852054,6.577e-05,2.028,0.209,5191.0,60.0,0.755,0.0245
5.945041017,7.63e-06,2.166,0.083,5191.0,60.0,0.755,0.0245
10.39990194,4.984e-05,1.327,0.062,5045.0,60.0,0.753,0.0215
25.2152875,0.0004357,1.178,0.091,5520.0,60.0,0.853,0.025500000000000002
56.4932269,0.0002887,3.292,0.123,6282.0,60.0,1.609,0.0455
8.27744313,2.435e-05,1.024,0.04,5170.0,60.0,0.767,0.0195
19.58557219,4.817e-05,4.092,16.462,5656.0,60.0,0.998,0.0275
11.32975018,5.812e-05,1.396,0.177,5887.0,60.0,1.029,0.0275
5.370645868,5.633e-06,2.346,0.074,5887.0,60.0,1.029,0.0275
25.661658,0.0002527,1.28,0.069,5877.0,60.0,0.975,0.0245
14.40094471,3.577e-05,2.095,0.134,5877.0,60.0,0.975,0.0245
7.641571533,1.787e-06,4.267,0.106,5441.0,60.0,0.904,0.0225
12.18416331,3.065e-05,2.037,0.075,5739.0,60.0,0.882,0.0225
7.78200916,3.691e-05,1.123,0.048,5691.0,60.0,1.078,0.0265
78.5461638,0.0004101,3.108,0.126,5816.0,60.0,1.152,0.0365
9.57666498,1.108e-05,2.4,0.076,5386.0,60.0,0.883,0.025500000000000002
5.868068017,5.756e-06,3.495,0.091,5969.0,60.0,1.674,0.0395
13.13745719,4.219e-05,1.596,0.053,5691.0,60.0,1.078,0.0265
3.504687554,3.58e-06,1.809,0.208,5441.0,60.0,0.904,0.0225
2.735903375,4.797e-06,1.708,0.066,5257.0,60.0,0.821,0.0225
3.071545396,9.909e-06,1.604,0.057,5969.0,60.0,1.674,0.0395
1.611887177,3.502e-06,1.641,0.055,5969.0,60.0,1.674,0.0395
23.4432353,0.0002643,0.967,0.058,5691.0,60.0,1.078,0.0265
6.400147394,8.852e-06,2.438,0.117,5257.0,60.0,0.821,0.0225
31.5888952,0.0001144,2.676,0.117,6005.0,60.0,1.363,0.041
5.756242547,5.211e-06,2.365,0.276,4950.0,60.0,0.736,0.0185
20.55280793,3.513e-05,2.484,0.265,5386.0,60.0,0.883,0.025500000000000002
96.6781926,0.0002802,2.9,0.193,5386.0,60.0,0.883,0.025500000000000002
3.28102986099,1.578223e-05,2.50448263,1.9360542,4783.6,103.0,0.735345,0.043417
8.43889970961,6.152109e-05,3.01612551,0.46864223,4783.6,103.0,0.735345,0.043417
3.54387321129,2.70736e-06,19.12027571,0.95190454,6466.0,128.89,1.74624,0.086269
3.33665106329,1.28702e-06,4.13050781,0.15417208,3552.0,157.0,0.499698,0.014928
4.11177308956,2.85613e-06,15.41128052,0.7490635,5424.8,104.8,0.916164,0.043417
3.25883164155,8.6013e-07,12.87148683,1.0703219,5387.06,142.59,0.817114,0.067824
3.79985358153,1.43234e-06,13.26706229,1.129092,4133.4,108.67,0.759375,0.064372
3.48455432425,4.62407e-06,4.20831932,1.2849267,3204.0,157.0,0.290216,0.008693
3.65281123783,1.66295e-06,12.66750036,0.6981088,5610.0,119.49,0.907682,0.049538
3.35524440733,6.4213e-07,15.4971874,0.76993084,6373.0,,1.41886,0.070256
6.18026138745,6.60177e-06,13.70374653,0.88235235,6513.0,132.8,1.73931,0.110633
4.51950894862,4.10822e-06,14.30491762,0.70206517,5887.0,126.91,1.0321,0.049553
3.83616232984,1.10225e-06,6.23699263,0.44785166,4910.0,,0.84738,0.054834
4.53346998242,5.00116e-06,13.22170304,0.7488764,5846.0,131.9,1.1971,0.063678
2.79082852671,1.42003e-06,16.75594879,0.88012415,6635.91,146.32,1.4707,0.076696
14.69808003166,6.457964e-05,3.17788403,1.0234563,4362.0,123.91,0.733789,0.062558
19.48348329613,0.00017918818,3.54834332,0.35506374,4362.0,123.91,0.733789,0.062558
3.08017952767,5.4201e-07,17.06130004,0.58245873,7511.0,130.4,1.70169,0.05804
8.56232889439,6.074315e-05,6.92239107,1.2588531,5545.3,88.6,1.02304,
4.17806371388,6.6345e-07,14.69526062,0.64917195,5620.0,,1.34736,0.059337
4.09847409321,2.98792e-06,14.83669218,0.83795595,5198.0,124.8,1.06395,0.058862
